age,workclass,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,occupation_grouped,native_region
33,Private,3,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40.0,<=50K,Unskilled Labor,Asia
50,Private,13,Divorced,Unmarried,White,Male,0,0,45.0,>50K,Executive,United-States
51,Private,11,Married-civ-spouse,Husband,White,Male,7298,0,40.0,>50K,Professional,United-States
41,Private,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
35,Private,13,Married-civ-spouse,Wife,White,Female,0,0,32.5,>50K,Sales,United-States
34,Private,10,Married-civ-spouse,Husband,White,Male,7298,0,40.0,>50K,Executive,United-States
28,Private,13,Never-married,Not-in-family,White,Male,0,0,45.0,<=50K,Professional,United-States
31,Self-emp-inc,11,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Sales,United-States
22,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
67,Private,9,Widowed,Not-in-family,White,Female,2329,0,32.5,<=50K,Professional,United-States
65,Private,9,Married-civ-spouse,Husband,White,Male,9386,0,40.0,>50K,Sales,United-States
39,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Sales,United-States
23,Private,10,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Professional,United-States
29,Self-emp-not-inc,12,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Sales,United-States
57,Self-emp-not-inc,6,Divorced,Own-child,White,Male,0,0,52.5,>50K,Executive,United-States
47,Private,10,Widowed,Not-in-family,White,Female,0,0,35.0,<=50K,Service,United-States
51,Local-gov,9,Married-civ-spouse,Husband,Black,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
34,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
52,Private,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
29,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Professional,United-States
29,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
25,Local-gov,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
21,Private,10,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Service,United-States
38,Private,13,Married-spouse-absent,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
55,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Sales,United-States
61,Self-emp-inc,13,Separated,Not-in-family,White,Female,0,0,32.5,<=50K,Sales,United-States
34,Private,12,Never-married,Not-in-family,Asian-Pac-Islander,Female,8614,0,52.5,>50K,Clerical,United-States
41,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Clerical,United-States
27,Local-gov,11,Never-married,Own-child,White,Male,0,0,43.0,<=50K,Clerical,United-States
78,Self-emp-not-inc,13,Never-married,Not-in-family,White,Male,99999,0,32.5,>50K,Executive,United-States
40,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Unskilled Labor,United-States
26,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
43,Private,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,52.5,<=50K,Service,Asia
55,Private,9,Widowed,Not-in-family,White,Female,0,0,32.5,<=50K,Professional,United-States
25,Private,11,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,Latin America
26,Self-emp-not-inc,10,Never-married,Not-in-family,White,Female,0,0,48.0,<=50K,Service,United-States
43,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Sales,United-States
25,Private,10,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Service,Europe
22,Private,10,Never-married,Other-relative,Black,Female,0,0,32.5,<=50K,Clerical,Caribbean
52,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Skilled Labor,United-States
61,Private,9,Married-civ-spouse,Wife,White,Female,2414,0,32.5,<=50K,Clerical,United-States
42,Private,13,Never-married,Unmarried,White,Male,0,0,40.0,<=50K,Sales,United-States
21,Private,11,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
44,Private,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
65,Private,9,Married-civ-spouse,Husband,White,Male,2290,0,40.0,<=50K,Skilled Labor,Europe
56,Private,9,Divorced,Not-in-family,White,Male,0,0,32.5,<=50K,Professional,United-States
33,Federal-gov,12,Divorced,Unmarried,White,Male,0,0,40.0,<=50K,Service,United-States
22,Private,6,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
43,Private,9,Divorced,Not-in-family,White,Female,0,0,32.5,<=50K,Unskilled Labor,United-States
45,Self-emp-inc,9,Divorced,Not-in-family,White,Male,0,0,42.0,<=50K,Executive,United-States
42,Private,9,Divorced,Not-in-family,White,Female,0,0,42.0,<=50K,Sales,United-States
37,Private,9,Married-spouse-absent,Unmarried,Other,Male,0,0,40.0,<=50K,Unskilled Labor,Latin America
56,Private,5,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
35,Private,6,Divorced,Unmarried,White,Female,0,0,32.5,<=50K,Professional,United-States
40,Private,12,Divorced,Unmarried,Black,Female,0,0,32.5,<=50K,Clerical,United-States
31,Private,13,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Sales,United-States
26,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,United-States
26,State-gov,13,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Professional,United-States
42,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Executive,United-States
45,Self-emp-not-inc,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40.0,<=50K,Executive,Asia
47,Local-gov,10,Married-civ-spouse,Husband,Black,Male,7688,0,50.0,>50K,Professional,United-States
22,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,Latin America
33,Private,13,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Executive,United-States
37,Private,9,Never-married,Not-in-family,Black,Male,0,0,50.0,<=50K,Unskilled Labor,United-States
48,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
57,Self-emp-not-inc,6,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Skilled Labor,United-States
47,Private,10,Divorced,Not-in-family,White,Female,0,0,52.5,<=50K,Clerical,United-States
58,Local-gov,5,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
55,Private,7,Widowed,Unmarried,White,Female,0,0,40.0,<=50K,Clerical,United-States
52,Private,10,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Skilled Labor,United-States
29,Private,13,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Professional,United-States
42,Private,14,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
23,Private,9,Divorced,Not-in-family,White,Male,0,0,52.5,<=50K,Skilled Labor,United-States
23,Private,8,Never-married,Not-in-family,White,Female,0,0,32.5,<=50K,Service,United-States
46,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Executive,United-States
30,Private,10,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
43,Self-emp-not-inc,13,Married-civ-spouse,Wife,White,Female,0,1887,52.5,>50K,Professional,United-States
25,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Clerical,United-States
32,Private,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Unskilled Labor,United-States
56,Private,5,Married-civ-spouse,Husband,Black,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
33,Private,9,Married-civ-spouse,Husband,White,Male,0,0,43.0,<=50K,Unskilled Labor,United-States
19,State-gov,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Clerical,United-States
20,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Sales,United-States
34,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Clerical,United-States
34,Private,5,Divorced,Unmarried,White,Female,0,0,40.0,<=50K,Service,United-States
55,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
55,Private,5,Married-civ-spouse,Wife,White,Female,0,0,32.5,<=50K,Professional,United-States
31,Private,10,Never-married,Not-in-family,White,Male,0,0,45.0,<=50K,Sales,United-States
30,Private,9,Divorced,Unmarried,White,Female,0,0,40.0,<=50K,Service,United-States
31,Private,9,Divorced,Unmarried,White,Male,0,0,40.0,<=50K,Service,United-States
51,Private,9,Separated,Not-in-family,White,Male,0,1876,40.0,<=50K,Unskilled Labor,United-States
59,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
58,Private,9,Divorced,Unmarried,Black,Female,0,0,36.0,<=50K,Clerical,United-States
40,Private,5,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
54,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,40.0,<=50K,Skilled Labor,United-States
25,Local-gov,13,Married-civ-spouse,Husband,White,Male,0,1977,40.0,>50K,Professional,United-States
18,Self-emp-inc,7,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
41,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
57,Private,6,Widowed,Unmarried,White,Female,0,0,40.0,<=50K,Service,United-States
37,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
46,Private,9,Never-married,Unmarried,White,Female,0,0,32.5,<=50K,Service,United-States
39,Private,9,Never-married,Own-child,White,Female,0,0,38.0,<=50K,Service,United-States
19,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Skilled Labor,United-States
41,Private,12,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
54,Private,9,Never-married,Not-in-family,White,Male,0,0,41.0,<=50K,Clerical,United-States
39,Private,14,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
41,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
26,Private,15,Never-married,Not-in-family,White,Female,0,0,32.5,<=50K,Professional,United-States
57,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Clerical,United-States
33,Local-gov,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Service,United-States
56,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
60,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
22,Private,9,Never-married,Not-in-family,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
58,Private,8,Married-civ-spouse,Other-relative,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
48,Federal-gov,14,Married-spouse-absent,Not-in-family,White,Female,10520,0,50.0,>50K,Executive,United-States
45,Local-gov,14,Married-civ-spouse,Husband,White,Male,7688,0,52.5,>50K,Professional,United-States
18,Private,9,Never-married,Own-child,Asian-Pac-Islander,Female,0,0,40.0,<=50K,Sales,United-States
56,Private,9,Widowed,Unmarried,White,Female,0,0,40.0,<=50K,Service,United-States
48,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Skilled Labor,United-States
40,Private,13,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,2258,48.0,<=50K,Professional,Asia
38,Private,9,Divorced,Not-in-family,White,Male,0,0,32.5,<=50K,Service,United-States
58,Private,10,Divorced,Unmarried,White,Female,0,0,40.0,<=50K,Clerical,United-States
23,Private,10,Never-married,Own-child,White,Male,0,0,50.0,<=50K,Executive,United-States
63,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Professional,United-States
51,Private,13,Divorced,Not-in-family,White,Male,0,0,45.0,<=50K,Professional,United-States
22,Private,3,Married-civ-spouse,Wife,Other,Female,0,0,40.0,<=50K,Professional,Latin America
44,Private,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
46,Federal-gov,10,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Professional,United-States
64,State-gov,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Clerical,United-States
32,Private,13,Married-civ-spouse,Husband,Black,Male,0,0,40.0,>50K,Executive,Europe
31,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Clerical,United-States
36,Private,11,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Sales,United-States
21,Private,9,Never-married,Not-in-family,White,Female,0,0,50.0,<=50K,Service,United-States
30,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
31,Private,11,Never-married,Not-in-family,Black,Female,0,0,40.0,<=50K,Service,United-States
54,Private,9,Married-civ-spouse,Husband,White,Male,0,2051,50.0,<=50K,Unskilled Labor,United-States
59,Local-gov,5,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Service,United-States
28,Local-gov,14,Married-civ-spouse,Wife,White,Female,0,0,32.5,>50K,Professional,United-States
57,Private,9,Divorced,Unmarried,White,Female,0,0,40.0,<=50K,Clerical,United-States
44,Private,9,Married-civ-spouse,Husband,White,Male,0,0,45.0,<=50K,Skilled Labor,United-States
53,Self-emp-inc,10,Divorced,Not-in-family,White,Male,0,0,52.5,<=50K,Executive,United-States
58,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
19,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
39,Self-emp-inc,12,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Executive,United-States
31,Self-emp-inc,10,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,0,0,52.5,<=50K,Executive,Caribbean
27,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
46,Local-gov,5,Separated,Unmarried,Black,Female,0,0,40.0,<=50K,Service,United-States
37,Self-emp-not-inc,14,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Executive,United-States
27,Private,13,Never-married,Not-in-family,Black,Female,0,0,40.0,<=50K,Sales,United-States
33,Private,10,Never-married,Not-in-family,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
20,Private,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Service,United-States
55,Private,9,Divorced,Not-in-family,White,Male,0,0,45.0,<=50K,Skilled Labor,United-States
39,Private,12,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Sales,United-States
41,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Service,United-States
30,Private,13,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
39,Self-emp-inc,13,Married-spouse-absent,Not-in-family,White,Male,0,0,40.0,<=50K,Sales,United-States
28,Private,9,Separated,Unmarried,White,Female,0,0,50.0,<=50K,Executive,United-States
25,Private,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Sales,United-States
31,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Skilled Labor,United-States
51,Private,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Unskilled Labor,United-States
24,Private,13,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Clerical,United-States
70,Private,9,Divorced,Not-in-family,White,Female,0,0,32.5,<=50K,Service,United-States
23,Private,10,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Clerical,United-States
61,Private,9,Widowed,Not-in-family,White,Female,0,0,40.0,<=50K,Executive,United-States
45,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
47,Private,9,Married-civ-spouse,Husband,White,Male,4064,0,52.5,<=50K,Unskilled Labor,United-States
56,Private,10,Divorced,Not-in-family,White,Female,0,0,50.0,<=50K,Service,United-States
79,Private,16,Married-civ-spouse,Husband,White,Male,20051,0,35.0,>50K,Professional,Latin America
20,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Clerical,United-States
30,Private,9,Never-married,Unmarried,Asian-Pac-Islander,Male,0,0,40.0,<=50K,Skilled Labor,Asia
27,Private,13,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Sales,United-States
40,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Sales,United-States
60,Private,9,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Professional,United-States
58,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
71,Self-emp-not-inc,15,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
50,Private,15,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Professional,United-States
29,Local-gov,10,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Executive,Other
33,Private,6,Separated,Unmarried,White,Female,3418,0,35.0,<=50K,Service,United-States
60,State-gov,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40.0,>50K,Service,United-States
33,Private,12,Never-married,Not-in-family,White,Male,0,0,50.0,<=50K,Clerical,United-States
43,Private,13,Married-civ-spouse,Wife,White,Female,0,0,35.0,>50K,Service,United-States
33,Private,6,Never-married,Unmarried,Black,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
33,Private,9,Married-civ-spouse,Wife,White,Female,0,0,52.0,<=50K,Clerical,United-States
32,State-gov,9,Married-civ-spouse,Husband,White,Male,0,0,45.0,<=50K,Service,United-States
21,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
38,Private,9,Married-civ-spouse,Wife,White,Female,0,0,40.0,<=50K,Professional,United-States
38,Private,10,Married-civ-spouse,Wife,White,Female,0,0,35.0,>50K,Clerical,United-States
39,State-gov,10,Separated,Unmarried,Black,Female,0,0,32.5,<=50K,Executive,United-States
17,Private,7,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Sales,United-States
21,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Clerical,United-States
42,Private,10,Married-civ-spouse,Husband,White,Male,0,0,32.5,>50K,Professional,United-States
42,Private,9,Married-civ-spouse,Wife,White,Female,0,0,40.0,>50K,Executive,United-States
36,Private,7,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Service,United-States
32,Private,10,Divorced,Not-in-family,White,Female,0,0,50.0,>50K,Executive,United-States
37,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Professional,United-States
28,Private,13,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Sales,United-States
37,Private,11,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
50,Private,9,Separated,Unmarried,Other,Female,0,0,52.5,<=50K,Professional,Caribbean
49,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
40,Private,14,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
40,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Service,United-States
49,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
35,Federal-gov,14,Never-married,Not-in-family,White,Male,8614,0,40.0,>50K,Executive,United-States
33,Local-gov,9,Divorced,Unmarried,White,Male,0,0,40.0,<=50K,Service,United-States
24,Private,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
41,Private,14,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
43,Private,10,Married-civ-spouse,Husband,Black,Male,0,0,40.0,>50K,Professional,Caribbean
36,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,1902,52.5,>50K,Unskilled Labor,United-States
84,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
23,Private,9,Never-married,Own-child,White,Male,0,0,40.0,<=50K,Sales,United-States
41,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50.0,>50K,Professional,United-States
55,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,0,1977,45.0,>50K,Executive,United-States
30,Self-emp-not-inc,10,Never-married,Not-in-family,White,Male,0,0,45.0,<=50K,Skilled Labor,United-States
46,Private,12,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40.0,<=50K,Clerical,Asia
55,Private,10,Married-civ-spouse,Husband,White,Male,0,1902,40.0,>50K,Executive,United-States
34,Private,10,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Clerical,United-States
54,Self-emp-not-inc,14,Divorced,Not-in-family,White,Male,0,0,52.5,<=50K,Sales,United-States
27,Private,10,Never-married,Own-child,Black,Male,0,0,40.0,<=50K,Clerical,United-States
52,Local-gov,14,Married-civ-spouse,Wife,White,Female,0,0,40.0,>50K,Professional,United-States
36,Private,10,Married-civ-spouse,Wife,Black,Female,99999,0,40.0,>50K,Clerical,United-States
25,Self-emp-not-inc,9,Never-married,Not-in-family,White,Male,0,0,40.0,<=50K,Professional,United-States
52,Private,13,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Executive,United-States
24,Private,9,Divorced,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50.0,<=50K,Executive,United-States
36,Private,9,Never-married,Not-in-family,Black,Female,0,0,40.0,<=50K,Clerical,United-States
31,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Unskilled Labor,United-States
66,Private,10,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Professional,United-States
90,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,10566,0,50.0,<=50K,Professional,United-States
67,Private,14,Married-civ-spouse,Husband,White,Male,20051,0,52.5,>50K,Professional,United-States
22,Self-emp-inc,4,Married-civ-spouse,Husband,White,Male,2580,0,40.0,<=50K,Skilled Labor,United-States
47,Private,10,Divorced,Not-in-family,White,Female,0,0,35.0,<=50K,Clerical,United-States
32,Private,13,Married-civ-spouse,Husband,White,Male,0,1887,52.5,>50K,Executive,United-States
55,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Unskilled Labor,United-States
32,Private,9,Never-married,Not-in-family,White,Female,0,0,35.0,<=50K,Unskilled Labor,United-States
48,Private,10,Separated,Other-relative,Black,Female,0,0,40.0,<=50K,Clerical,United-States
21,Private,9,Married-civ-spouse,Husband,Other,Male,0,0,35.0,<=50K,Sales,United-States
33,Private,12,Married-spouse-absent,Own-child,White,Female,0,0,40.0,<=50K,Professional,United-States
27,Private,10,Never-married,Not-in-family,White,Female,0,0,48.0,<=50K,Professional,United-States
47,Private,11,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Professional,United-States
18,Private,7,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
44,Self-emp-inc,9,Married-civ-spouse,Husband,White,Male,0,0,52.5,>50K,Skilled Labor,United-States
23,Private,10,Never-married,Own-child,White,Male,0,0,37.0,<=50K,Skilled Labor,Latin America
18,Private,6,Never-married,Own-child,White,Female,0,0,35.0,<=50K,Sales,United-States
56,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50.0,<=50K,Executive,United-States
24,Private,13,Never-married,Own-child,White,Male,0,0,35.0,<=50K,Clerical,United-States
43,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
23,Private,13,Never-married,Own-child,White,Female,0,0,52.5,<=50K,Sales,United-States
26,Private,10,Never-married,Own-child,White,Male,0,0,42.0,<=50K,Sales,United-States
42,Private,9,Widowed,Unmarried,White,Male,0,0,40.0,<=50K,Sales,United-States
23,Private,9,Never-married,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
53,Self-emp-not-inc,6,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
51,Private,9,Married-civ-spouse,Husband,White,Male,4386,0,52.5,>50K,Executive,United-States
40,Private,9,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Service,United-States
27,Private,13,Never-married,Not-in-family,White,Male,0,0,50.0,<=50K,Professional,United-States
24,Local-gov,10,Separated,Not-in-family,White,Male,0,0,52.5,<=50K,Service,United-States
42,Private,9,Divorced,Other-relative,White,Female,0,0,40.0,<=50K,Skilled Labor,United-States
41,Private,9,Separated,Unmarried,White,Female,0,0,40.0,<=50K,Clerical,United-States
23,Private,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
42,Self-emp-not-inc,14,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Professional,United-States
38,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Skilled Labor,United-States
63,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Unskilled Labor,United-States
31,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
18,Self-emp-not-inc,7,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
21,Private,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Service,United-States
24,Private,13,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Female,0,0,40.0,<=50K,Professional,Asia
55,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
20,Private,5,Never-married,Unmarried,Black,Female,114,0,32.5,<=50K,Clerical,United-States
31,Private,10,Divorced,Own-child,White,Female,0,0,32.5,<=50K,Sales,United-States
23,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Clerical,United-States
35,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40.0,<=50K,Skilled Labor,Latin America
51,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,52.5,<=50K,Sales,United-States
19,Private,10,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Service,United-States
38,Local-gov,9,Divorced,Not-in-family,White,Male,0,0,52.5,<=50K,Service,United-States
52,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,2051,40.0,<=50K,Skilled Labor,United-States
70,Self-emp-not-inc,15,Married-civ-spouse,Husband,White,Male,0,0,32.5,<=50K,Professional,United-States
53,Private,6,Divorced,Not-in-family,White,Male,0,0,40.0,<=50K,Skilled Labor,United-States
59,Private,16,Married-civ-spouse,Husband,White,Male,0,0,40.0,>50K,Executive,United-States
39,Private,10,Married-civ-spouse,Husband,White,Male,0,0,43.0,<=50K,Unskilled Labor,United-States
18,Private,8,Never-married,Own-child,White,Female,0,0,32.5,<=50K,Sales,United-States
41,Private,9,Never-married,Not-in-family,White,Female,0,0,32.5,<=50K,Professional,United-States
19,Private,10,Never-married,Own-child,White,Male,0,0,32.5,<=50K,Professional,United-States
24,Private,10,Divorced,Not-in-family,White,Female,0,0,40.0,<=50K,Clerical,United-States
25,Private,9,Never-married,Not-in-family,White,Female,0,0,38.0,<=50K,Clerical,United-States
32,Private,10,Never-married,Not-in-family,Black,Male,0,0,40.0,<=50K,Executive,Caribbean
34,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,1902,52.5,>50K,Sales,United-States
